Offer_Price,Total_Shares,QIB,HNI,RII,Issue_Size,Ipo_Success,,
1249.86,2438712,983228,514475,941009,3048048580,1,,
392.12,3953369,2115788,447125,1390456,1550195052,1,,
1188.53,1351375,454054,373583,523738,1606149729,1,,
1134.87,1401190,497479,198696,705015,1590168495,1,,
1287.13,1268704,465195,134567,668942,1632986980,0,,
607.72,4359521,2304577,888349,1166595,2649368102,1,,
1109.52,4513889,1991906,911064,1610919,5008250123,1,,
1397.85,2841207,1625491,558602,657114,3971581205,0,,
1373.67,1661078,553717,233025,874336,2281773016,0,,
1422.1,1149527,639788,163527,346212,1634742347,0,,
1004.32,170892,59143,49114,62635,171630253.4,1,,
796.52,2389690,878706,387204,1123780,1903435879,1,,
1061.01,2761335,1623374,697814,440147,2929804048,1,,
512.03,1283414,424721,296618,562075,657146470.4,1,,
820.92,2692518,1079107,434712,1178699,2210341877,1,,
553.71,3636987,1112162,1039667,1485158,2013836072,0,,
114.55,995929,332795,165530,497604,114083667,1,,
829.64,2233033,974541,634131,624361,1852613498,1,,
1302.48,454898,155421,90143,209334,592495547,0,,
401.94,1304924,442371,345462,517091,524501152.6,1,,
1430.24,733454,315331,182435,235688,1049015249,1,,
88.12,1476187,458266,373935,643986,130081598.4,1,,
1473.61,2336591,1093988,423098,819505,3443223864,0,,
128.1,3019940,1121018,426743,1472179,386854314,1,,
702.1,2961154,1348349,531990,1080815,2079026223,1,,
744.51,1602628,563117,235168,804343,1193172572,1,,
600.84,1938255,856418,282289,799548,1164581134,1,,
767.51,943231,316186,193465,433580,723939224.8,0,,
302.94,249012,99124,33759,116129,75435695.28,0,,
1451.72,4084522,1232132,647185,2205205,5929582278,1,,
881.59,4407008,1643687,687516,2075805,3885174183,0,,
122.5,135505,71020,14014,50471,16599362.5,1,,
1364.58,1809534,785024,467097,557413,2469253906,1,,
346.47,250516,100337,30268,119911,86796278.52,1,,
1398.18,1721208,898031,354629,468548,2406558601,1,,
1147.21,2320552,1062329,315716,942507,2662160460,1,,
952.48,158820,87286,40526,31008,151272873.6,0,,
1070.67,1821927,670302,235170,916455,1950682581,0,,
1047.81,2668447,1469104,518579,680764,2796025451,1,,
1268.56,1083735,491098,140648,451989,1374782872,1,,
848.3,991636,399734,253195,338707,841204818.8,1,,
1440.59,4084890,1874082,1124013,1086795,5884651685,1,,
1125.69,1576600,668076,310820,597704,1774762854,1,,
1218.69,4716263,2827895,1128506,759862,5747662555,1,,
1304.4,4018924,1742371,475937,1800616,5242284466,1,,
1442.67,1696191,990589,257399,448203,2447043870,1,,
1468.39,510233,219398,105437,185398,749221034.9,1,,
1426.64,2258656,1343063,249947,665646,3222288996,1,,
478.13,304830,109152,34574,161104,145748367.9,1,,
682.45,2675551,1523075,309690,842786,1825929780,1,,
627.39,4195751,2259217,1222338,714196,2632372220,1,,
455,1849365,1106939,414419,328007,841461075,1,,
176.73,3936068,2170597,939968,825503,695621297.6,1,,
1002.04,4405099,2457506,742839,1204754,4414085402,1,,
272.22,412665,202269,94715,115681,112335666.3,1,,
1206.56,4318616,1679508,1227237,1411871,5210669321,1,,
856.37,833444,254366,186284,392794,713736438.3,1,,
153.82,270060,131249,37082,101729,41540629.2,1,,
677.71,4894769,2787378,1191616,915775,3317233899,1,,
1255.35,4045543,2026057,1193287,826199,5078572405,1,,
644.05,639390,204500,117673,317217,411799129.5,1,,
531.81,1745218,830844,263602,650772,928124384.6,1,,
1045.8,4340659,1359374,1196897,1784388,4539461182,1,,
1332.83,2884305,1709637,495539,679129,3844288233,1,,
684.74,1629704,667347,196700,765657,1115923517,1,,
941.54,291426,107983,58562,124881,274389236,1,,
1237.64,3188398,1401784,425405,1361209,3946088901,1,,
1416.81,3127374,979440,684689,1463245,4430894757,1,,
644.36,1330494,610407,298240,421847,857317113.8,1,,
58.23,382718,222477,94489,65752,22285669.14,1,,
620.77,2353636,821007,462486,1070143,1461066620,0,,
1440.73,4929370,2351045,593001,1985324,7101891240,1,,
1045.63,3316987,1736838,853791,726358,3468341117,1,,
1466.07,2123228,1161293,267661,694274,3112800874,1,,
323.5,1071669,397823,266267,407579,346684921.5,1,,
428.66,3099317,1475030,782506,841781,1328553225,1,,
986.25,4368076,2262890,711330,1393856,4308014955,1,,
964.37,2314974,1201512,440947,672515,2232491476,0,,
272.38,4958591,2515660,1187885,1255046,1350621017,1,,
457.8,1280933,518336,258697,503900,586411127.4,1,,
1007.19,3817209,1496869,477483,1842857,3844654733,1,,
1357.29,2857168,990125,387525,1479518,3878005555,1,,
1071.9,3972167,1970058,1115156,886953,4257765807,0,,
295.14,2698063,1349687,803337,545039,796306313.8,1,,
639.5,764512,339984,104792,319736,488905424,1,,
954.66,2659608,1021742,504507,1133359,2539021373,1,,
709.23,2888919,962458,330985,1595476,2048908022,1,,
482.3,231314,132575,38226,60513,111562742.2,1,,
876.69,3742144,1236007,390061,2116076,3280700223,1,,
855.69,1711322,736212,321867,653243,1464361122,1,,
862.92,1507422,635997,259945,611480,1300784592,1,,
963.59,271137,131365,43493,96279,261264901.8,1,,
1290.17,1113628,609330,227536,276762,1436769437,1,,
869.92,3253155,1576134,357007,1320014,2829984598,0,,
1171.54,610390,279553,133574,197263,715096300.6,1,,
634.59,2893725,1184968,716107,992650,1836328948,0,,
1476.65,2909818,1205300,781458,923060,4296782750,1,,
232.35,1162922,490582,338526,333814,270204926.7,1,,
689.88,1072313,322274,109988,640051,739767292.4,1,,
692.85,1866011,978845,325658,561508,1292865721,1,,
375.88,1544329,805716,370841,367772,580482384.5,1,,
315.96,4419753,2441977,958245,1019531,1396465158,1,,
337.52,327807,156238,40609,130960,110641418.6,1,,
678.14,1064158,326937,292421,444800,721648106.1,1,,
799.23,2397879,948585,532125,917169,1916456833,1,,
194.98,3377787,1300703,737793,1339291,658600909.3,1,,
722.7,4820436,2305293,750519,1764624,3483729097,0,,
273.73,4259158,2064551,623471,1571136,1165859319,1,,
654.75,3668478,1796307,555039,1317132,2401935971,1,,
1386.7,4031369,1801029,1151735,1078605,5590299392,1,,
819.83,734934,428664,175259,131011,602520941.2,1,,
550.6,4652341,1959535,469274,2223532,2561578955,1,,
1157.41,1029865,488868,244360,296637,1191976050,1,,
1148.89,911994,365448,208943,337603,1047780787,1,,
962.08,2074846,1090531,492309,492006,1996167840,1,,
276.03,4708409,2723456,1114418,870535,1299662136,1,,
1480.04,2168033,1153709,558454,455870,3208775561,1,,
636.98,4912348,1522645,551242,2838461,3129067429,1,,
106,356682,177807,49573,129302,37808292,1,,
148.47,472749,241534,90042,141173,70189044.03,0,,
768.55,2359300,856095,253970,1249235,1813240015,0,,
1220.78,1683428,709913,277451,696064,2055095234,1,,
1446.42,1640389,515575,183137,941677,2372691457,1,,
77.91,4023722,1878548,857594,1287580,313488181,1,,
1482.63,1053702,595346,212133,246223,1562250196,1,,
652.04,4652157,1522372,686442,2443343,3033392450,1,,
732,704288,394741,165433,144114,515538816,1,,
1369.11,2317075,909498,462983,944594,3172330553,1,,
226.21,1628546,657063,435750,535733,368393390.7,1,,
422.05,2730086,1424783,790415,514888,1152232796,0,,
1404.62,4081204,2337251,557814,1186139,5732540762,1,,
375.6,4440012,2491956,560208,1387848,1667668507,1,,
793.93,3940872,1835199,1112919,992754,3128776507,1,,
1434.35,1484367,725895,161075,597397,2129101806,1,,
396.05,4418049,1425413,1171463,1821173,1749768306,0,,
105.77,1609080,651570,391317,566193,170192391.6,1,,
406.08,183221,69850,38702,74669,74402383.68,1,,
1460.55,4732937,2477329,1196407,1059201,6912691135,1,,
733.37,3460820,1712809,564423,1183588,2538061563,1,,
1448.27,1755637,836018,377717,541902,2542636398,0,,
1186.46,4337471,1714850,593912,2028709,5146235843,1,,
324.04,796108,283299,99318,413491,257970836.3,1,,
610.4,368967,206934,53384,108649,225217456.8,0,,
1003.82,162177,63213,25773,73191,162796516.1,1,,
606.65,578571,177975,109719,290877,350990097.2,1,,
1349.96,1577483,589145,238203,750135,2129538951,1,,
1348.71,191705,93775,55545,42385,258554450.6,0,,
746.36,2561587,1326602,678775,556210,1911866073,1,,
65.86,1734439,538934,273052,922453,114230152.5,1,,
1079.97,2118509,1142803,391864,583842,2287926165,1,,
650.88,4584533,1422088,604146,2558299,2983980839,1,,
1305.71,318294,141697,32650,143947,415599658.7,1,,
1357.67,4774869,2190677,1257460,1326732,6482696395,1,,
1055.51,4038490,1303990,1193220,1541280,4262666580,1,,
649.22,1778257,749597,367780,660880,1154480010,0,,
989.03,4516661,1630382,1203887,1682392,4467113229,1,,
1024.1,2200221,799219,641383,759619,2253246326,1,,
991.59,1033558,484505,309501,239552,1024865777,1,,
844.19,4941146,2343107,766517,1831522,4171266042,1,,
1395.01,3562754,1984779,963798,614177,4970077458,1,,
956.87,3621095,1326112,1021802,1273181,3464917173,1,,
117.19,795498,294286,208998,292214,93224410.62,1,,
1164.28,3115572,1809673,691916,613983,3627398168,1,,
565.92,648199,221406,146261,280532,366828778.1,0,,
88.09,2706657,1292200,620890,793567,238429415.1,0,,
223.89,2329579,1051747,550790,727042,521569442.3,1,,
1041.66,1152603,375638,225334,551631,1200620441,0,,
665.17,938789,395785,207859,335145,624454279.1,1,,
1004.24,379651,144615,59786,175250,381260720.2,1,,
636.44,696504,379102,114910,202492,443283005.8,1,,
436.83,2048043,980023,366892,701128,894646623.7,1,,
653.69,4218054,1857056,435103,1925895,2757299719,1,,
329.47,1909288,728523,381011,799754,629053117.4,1,,
833.37,3484378,1182244,1013609,1288525,2903776094,1,,
201.26,2708734,1553007,343469,812258,545159804.8,1,,
226.77,848766,482501,153688,212577,192474665.8,1,,
446.98,1122226,604355,321636,196235,501612577.5,1,,
1304.8,1609984,724109,262953,622922,2100707123,1,,
68.07,3101554,1716151,714353,671050,211122780.8,1,,
1223.86,2369976,1033946,443386,892644,2900518827,1,,
124.79,3313788,1589385,437884,1286519,413527604.5,1,,
603.61,2051351,755349,467667,828335,1238215977,1,,
711.29,413431,144812,70714,197905,294069336,1,,
917.11,4558752,1993440,1189624,1375688,4180877047,1,,
676.83,4308318,2026069,691272,1590977,2915998872,1,,
1322,890597,317241,132417,440939,1177369234,1,,
913.6,1178360,584263,188940,405157,1076549696,1,,
239.12,4839293,1690575,1096182,2052536,1157171742,0,,
1465.63,1013057,480079,199037,333941,1484766731,0,,
746.17,1519537,622849,377673,519015,1133832923,1,,
66.77,344692,158937,36385,149370,23015084.84,1,,
1489.11,2433838,1256729,540595,636514,3624252504,1,,
985.19,3070955,1052201,851089,1167665,3025474156,1,,
1267.22,4270239,1730674,664236,1875329,5411332266,1,,
1415.15,1549986,658693,173370,717923,2193462688,1,,
923.34,754586,372399,213916,168271,696739437.2,1,,
1359.4,208866,82080,42659,84127,283932440.4,1,,
83.81,4844065,2257111,840507,1746447,405981087.7,1,,
1035.99,751437,245214,143029,363194,778481217.6,1,,
82.65,4118968,1647553,485170,1986245,340432705.2,1,,
1124.33,4231340,1665018,528543,2037779,4757422502,0,,
1208.98,4174419,1977219,443038,1754162,5046789083,1,,
345.78,2133274,872318,257631,1003325,737643483.7,1,,
620.16,3260888,1045392,373277,1842219,2022272302,1,,
290.4,1294353,540226,245549,508578,375880111.2,1,,
1258.44,3109861,1363997,421047,1324817,3913573477,1,,
699.7,1765567,530683,214277,1020607,1235367230,0,,
220.06,1485362,478872,421245,585245,326868761.7,0,,
460.22,4347356,2463289,1094556,789511,2000740178,0,,
860.01,1862482,568495,432340,861647,1601753145,1,,
1323.18,2868034,1157418,730463,980153,3794925228,1,,
300.47,1538146,490303,395219,652624,462166728.6,1,,
408.55,3699979,2144740,998928,556311,1511626420,0,,
1435.11,4634913,2118154,888781,1627978,6651609995,1,,
1084.2,2005827,1115796,365500,524531,2174717633,1,,
981.7,148500,86341,29023,33136,145782450,1,,
574.22,3405819,1883877,426663,1095279,1955689386,1,,
262.58,989707,507806,195095,286806,259877264.1,1,,
577.23,3183697,1689717,412922,1081058,1837725419,0,,
252.78,3941355,2061589,516745,1363021,996295716.9,1,,
1447.07,4204309,2054402,760866,1389041,6083929425,1,,
1499.74,4203905,1874805,883691,1445409,6304764485,1,,
1497.99,1507111,590446,373534,543131,2257637207,1,,
1238.53,4589564,2365917,1254966,968681,5684312701,1,,
988.88,2898600,1041493,612550,1244557,2866367568,1,,
1357.78,700436,306371,166192,227873,951037992.1,1,,
1037.68,1905042,938297,303151,663594,1976823983,1,,
220.67,4136328,1326833,1136671,1672824,912763499.8,1,,
336.64,1768506,952457,473346,342703,595349859.8,1,,
178.35,160346,85929,30918,43499,28597709.1,1,,
836.08,1389446,780918,218724,389804,1161688012,1,,
853.53,849470,341493,225101,282876,725048129.1,0,,
267,4092597,2300396,1146021,646180,1092723399,1,,
1410.3,613884,231393,157892,224599,865760605.2,1,,
678.51,4750516,1597099,726120,2427297,3223272611,1,,
829.4,4469624,1417947,626206,2425471,3707106146,1,,
606.53,2300373,1244535,661209,394629,1395245236,1,,
439.86,4007876,1580517,1154287,1273072,1762904337,1,,
1499.61,4746529,1889761,1082042,1774726,7117942354,1,,
650.71,4386678,1821817,960677,1604184,2854455241,1,,
156.18,2387532,1359045,706545,321942,372884747.8,1,,
928.75,3896708,1680925,627629,1588154,3619067555,1,,
1269.65,404038,200578,110573,92887,512986846.7,1,,
68.01,1415371,617579,417368,380424,96259381.71,0,,
1440.57,4003874,1480462,1102301,1421111,5767860768,1,,
1201.51,4717403,2626436,989346,1101621,5668006879,1,,
1084.04,4095777,2234821,737348,1123608,4439986099,1,,
484.83,2965215,914567,722201,1328447,1437625188,1,,
131.25,1417976,488896,256703,672377,186109350,1,,
506.89,602451,261232,165025,176194,305376387.4,0,,
1168.6,587968,230690,101112,256166,687099404.8,1,,
848.47,741783,335631,163493,242659,629380622,1,,
323.66,3501256,1366830,992691,1141735,1133216517,1,,
295.44,3899884,1721458,783477,1394949,1152181729,1,,
896.69,3976315,2123270,763876,1089169,3565521897,0,,
757.87,2654284,1363028,359647,931609,2011602215,1,,
925.85,2166285,1072822,592555,500908,2005654967,1,,
1279.77,3837452,2298340,1033276,505836,4911055946,1,,
237.47,4900618,2215874,1058433,1626311,1163749756,0,,
180.83,4202291,2224412,1020128,957751,759900281.5,1,,
118.07,4767632,1950804,658486,2158342,562914310.2,1,,
669.78,2513506,854092,751552,907862,1683496049,1,,
1429.48,4471839,1678785,1023638,1769416,6392404414,1,,
577.51,2236014,975721,564845,695448,1291320445,1,,
815.42,3930160,1380703,617389,1932068,3204731067,1,,
1108.57,1953554,779001,480553,694000,2165651358,1,,
1433.19,3283799,1445316,426584,1411899,4706307889,0,,
377.07,4377359,2547031,649584,1180744,1650570758,1,,
303.59,2013120,947955,375315,689850,611163100.8,1,,
488,1637607,617144,467625,552838,799152216,1,,
250.52,2963279,1670380,849785,443114,742360655.1,0,,
1083.15,3939879,1739901,464686,1735292,4267479939,1,,
847.14,397718,177722,76891,143105,336922826.5,1,,
129.51,1897035,645785,277439,973811,245685002.9,1,,
686.67,4501629,2499175,1335605,666849,3091133585,1,,
1437.63,2694764,1191888,446916,1055960,3874073569,0,,
900.46,3135047,1413686,321056,1400305,2822984422,1,,
123.37,2291237,856449,573493,861295,282669908.7,1,,
1168.63,2630900,1389491,641382,600027,3074548667,0,,
592.15,4251016,1605165,645925,1999926,2517239124,1,,
1183.55,2166382,689804,325657,1150921,2564021416,1,,
1176.07,1466628,764542,433444,268642,1724857192,1,,
498.01,2572922,1034499,464746,1073677,1281340885,1,,
1490.13,824691,431939,193098,199654,1228896800,0,,
52.04,860759,511655,194178,154926,44793898.36,1,,
788.22,1239652,536702,319511,383439,977118499.4,0,,
1375.3,2865571,1237937,496516,1131118,3941019796,1,,
848.64,4322419,2010747,534124,1777548,3668177660,1,,
766.51,4809987,2795806,1227108,787073,3686903135,1,,
1343.72,1810085,1057513,505942,246630,2432247416,1,,
717.72,496935,185161,73657,238117,356660188.2,0,,
1466.64,4215787,2490382,980092,745313,6183041846,1,,
1025.6,2135191,1277784,453259,404148,2189851890,1,,
1421.19,3457210,1696773,836107,924330,4913352280,1,,
1273.81,2402435,1184585,246041,971809,3060245727,1,,
367.6,3519714,1832847,468370,1218497,1293846866,0,,
1231.54,109099,56556,25116,27427,134359782.5,1,,
1211.08,3032705,1045462,451747,1535496,3672848371,1,,
375.23,870137,468105,143916,258116,326501506.5,1,,
866.1,2893721,1440828,341463,1111430,2506251758,1,,
319.12,2604624,1531898,581647,491079,831187610.9,1,,
1128.47,1730483,576526,205358,948599,1952798151,0,,
427.52,2981465,1135927,625740,1219798,1274635917,1,,
1423.97,1378389,529608,377176,471605,1962784584,1,,
618,4864924,1886596,829438,2148890,3006523032,1,,
388.2,2466759,983860,431298,1051601,957595843.8,1,,
187.38,1295740,601316,251679,442745,242795761.2,1,,
1069.79,2395963,1124236,494226,777501,2563177258,1,,
842.68,650966,207214,102951,340801,548556028.9,1,,
238.1,4256107,1356989,708129,2190989,1013379077,1,,
714.47,1836487,1048927,518880,268680,1312114867,1,,
1037.63,1039438,405938,287674,345826,1078552052,1,,
1255.24,4071543,1894042,473616,1703885,5110763635,1,,
1407.68,1197887,470774,235421,491692,1686241572,1,,
344.76,2056240,945702,267633,842905,708909302.4,1,,
267.88,246742,81738,50183,114821,66097246.96,1,,
351.59,2509792,931323,417677,1160792,882417769.3,1,,
1465.11,2064222,870783,239592,953847,3024312294,1,,
995.8,647127,359924,116639,170564,644409066.6,1,,
436.04,3626005,1274411,670046,1681548,1581083220,1,,
882.63,4179935,2287128,827975,1064832,3689336029,1,,
1269.66,3911588,1318518,657600,1935470,4966386820,1,,
848.14,944216,305757,148329,490130,800827358.2,1,,
1205.87,4820047,2754618,1030981,1034448,5812350076,1,,
707.08,1999470,788287,530790,680393,1413785248,1,,
948.28,3703735,1877992,794851,1030892,3512177826,1,,
1328.64,4625888,2364539,644908,1616441,6146139832,1,,
1439.28,4643378,1473194,993839,2176345,6683121088,1,,
610.16,2293648,1247970,413444,632234,1399492264,1,,
1219.28,4843131,1896843,1041630,1904658,5905132766,1,,
300.69,1046165,321162,183108,541895,314571353.9,1,,
1282.6,2493351,1220425,585186,687740,3197971993,1,,
1100.46,4157432,1302700,1098567,1756165,4575087619,1,,
122.41,3126187,1786929,865840,473418,382676550.7,1,,
554.64,887813,484359,116528,286926,492416602.3,1,,
1254.19,1571163,755772,253998,561393,1970536923,1,,
194.35,2284846,686408,261334,1337104,444059820.1,1,,
229.7,4354928,2150945,1269154,934829,1000326962,1,,
900.89,4824280,1649401,1055913,2118966,4346145609,1,,
985.77,4891104,2803833,861503,1225768,4821503590,1,,
269.84,516332,220693,104436,191203,139327026.9,1,,
320.29,775109,444814,157810,172485,248259661.6,1,,
1072.32,1112013,504563,220162,387288,1192433780,1,,
235.72,2303599,1379942,473005,450652,543004356.3,1,,
730.68,2962326,1239678,763491,959157,2164512362,1,,
1273.63,3125881,1695972,832002,597907,3981215818,1,,
166.64,551557,189474,96357,265726,91911458.48,1,,
1458.56,2728084,1576205,401564,750315,3979074199,0,,
55.24,4232564,1654247,926798,1651519,233806835.4,1,,
238.78,2796760,1441552,591132,764076,667810352.8,1,,
1497.9,1865897,795281,352736,717880,2794927116,1,,
843.65,999401,460315,296705,242381,843144653.7,1,,
134.2,446662,218269,61881,166512,59942040.4,1,,
716.76,3498366,1939156,994812,564398,2507488814,1,,
1349,254411,88533,39057,126821,343200439,1,,
361.15,1708710,647578,186389,874743,617100616.5,0,,
960,1794405,982720,204767,606918,1722628800,1,,
99.64,3943703,1944139,905668,1093896,392950566.9,1,,
1369.93,2194855,684995,357785,1152075,3006797710,1,,
1481.01,2790979,1440542,423608,926829,4133467809,1,,
1057.05,1486147,819255,192617,474275,1570931686,1,,
1374.62,653328,323189,80984,249155,898077735.4,1,,
492.46,2907806,1036070,376824,1494912,1431978143,0,,
724.04,700375,343733,154468,202174,507099515,1,,
957.42,4569618,2271628,513942,1784048,4375043666,1,,
1369.11,3450457,1301477,630117,1518863,4724055183,0,,
706.75,2893001,1118806,829513,944682,2044628457,0,,
796.73,2158501,915028,417042,826431,1719742502,1,,
1102.5,3991562,1981746,1025717,984099,4400697105,0,,
917.93,4288405,2252558,584512,1451335,3936455602,1,,
127.39,153393,64489,20949,67955,19540734.27,0,,
1498.82,4406373,2260953,887184,1258236,6604359980,0,,
1225.11,2972567,1466855,352047,1153665,3641721557,1,,
135.34,4907594,2661821,1391509,854264,664193772,1,,
57.33,4049589,1624247,857242,1568100,232162937.4,1,,
824.1,2347782,1330023,425093,592666,1934807146,1,,
494.87,3594491,2083670,865837,644984,1778805761,0,,
593.23,419758,206715,78163,134880,249013038.3,0,,
1456.45,4335971,2510360,934490,891121,6315124963,1,,
835.17,1313032,737264,303059,272709,1096604935,1,,
482.61,4066763,1687391,820462,1558910,1962660491,1,,
808.11,4500129,2557802,698553,1243774,3636599246,0,,
1037.44,1504764,664983,285614,554167,1561102364,1,,
1167.77,117407,41879,27014,48514,137104372.4,0,,
321.15,2130542,1198259,321443,610840,684223563.3,1,,
1250.48,3041646,1262937,541039,1237670,3803517490,1,,
1229.63,2319994,1324409,559957,435628,2852734222,1,,
615.41,4602583,1794646,833953,1973984,2832475604,1,,
358.41,3427703,1898233,913235,616235,1228523032,1,,
392.19,3936810,1706838,593297,1636675,1543977514,1,,
600.08,278267,91018,36696,150553,166982461.4,1,,
1163.18,505690,263577,116944,125169,588208494.2,1,,
487.21,4166357,2088986,438842,1638529,2029890794,1,,
1204.9,2088030,1063474,373620,650936,2515867347,1,,
781.45,1972697,949010,348797,674890,1541564071,1,,
1441.76,2528751,1511598,667634,349519,3645852042,1,,
844.86,3942295,2222898,1001908,717489,3330687354,1,,
1471.38,349174,206632,47941,94601,513767640.1,0,,
70.55,4937342,1824077,1480354,1632911,348329478.1,1,,
923.28,4646410,2219403,634744,1792263,4289937425,0,,
1499.25,4763925,2679715,1098530,985680,7142314556,0,,
213.41,4018352,2086772,982034,949546,857556500.3,1,,
773.12,2414603,1201532,354977,858094,1866777871,1,,
904.8,3377971,1097820,955318,1324833,3056388161,0,,
251.27,3314381,1654630,900960,758791,832804513.9,1,,
600.51,4219686,1836845,1106098,1276743,2533963640,0,,
785.44,923955,301864,214059,408032,725711215.2,1,,
179.83,618605,278093,78242,262270,111243737.2,0,,
699.46,2196399,1303329,402787,490283,1536293245,1,,
291.66,3951015,1318999,444139,2187877,1152353035,1,,
141.78,2928149,1095496,379015,1453638,415152965.2,1,,
176.3,787919,445437,162094,180388,138910119.7,1,,
1063.99,3019020,1348021,836567,834432,3212207090,1,,
645.2,1506250,629571,408677,468002,971832500,1,,
213.52,4447054,1394656,523033,2529365,949534970.1,1,,
589.34,976532,400029,273032,303471,575509368.9,1,,
861.65,3881825,1883730,820301,1177794,3344774511,1,,
509.99,1504793,557011,262489,685293,767429382.1,1,,
1027.57,4928682,2441484,815141,1672057,5064565763,1,,
1033.81,1906022,955358,308708,641956,1970464604,0,,
541.11,1539111,826090,264721,448300,832828353.2,1,,
1085.18,693047,225983,85290,381774,752080743.5,1,,
608.71,561446,237314,60576,263556,341757794.7,1,,
1247.32,2811922,1228394,377921,1205607,3507366549,1,,
1310.01,1500461,701540,243448,555473,1965618915,1,,
743.67,462142,224895,124523,112724,343681141.1,1,,
50.99,4295951,1469971,597913,2228067,219050541.5,1,,
1426.66,990878,527178,142321,321379,1413646007,1,,
963.18,1730002,971583,487093,271326,1666303326,1,,
1338.53,4241115,1872389,738782,1629944,5676859661,1,,
706.31,3883465,1448355,975545,1459565,2742930164,1,,
354.29,1307758,517899,163315,626544,463325581.8,1,,
676.67,3260932,1038584,641646,1580702,2206574856,1,,
362.75,4038340,1921799,811599,1304942,1464907835,1,,
143.26,3069453,1256547,769082,1043824,439729836.8,1,,
198.88,4752240,1665856,1145624,1940760,945125491.2,1,,
1277.06,607204,312401,66663,228140,775435940.2,1,,
1249.47,2167531,666944,440205,1060382,2708264959,1,,
1357.91,448940,184966,102413,161561,609620115.4,1,,
497.51,3578891,1727326,926998,924567,1780534061,1,,
1322.58,2945399,1736409,659112,549878,3895525809,0,,
557.49,522019,157675,63198,301146,291020372.3,1,,
816.78,2877263,1418572,320827,1137864,2350090873,1,,
318.51,2095758,922157,325539,848062,667519880.6,0,,
284.63,4769471,2111288,1412855,1245328,1357534531,1,,
1420.97,3734673,2148914,867255,718504,5306858293,1,,
835.37,1973995,1023361,218974,731660,1649016203,0,,
1196.43,1670147,692215,232221,745711,1998213975,1,,
429.65,4178956,1544421,986763,1647772,1795488445,0,,
1148.81,3914296,1425916,1164715,1323665,4496782388,1,,
1130.48,2125879,801277,590772,733830,2403263692,0,,
516.89,4614425,1568031,890790,2155604,2385150138,1,,
732.79,2842052,1589149,803394,449509,2082627285,1,,
542.04,4254637,1666074,495710,2092853,2306183439,0,,
1365.6,656406,299852,105027,251527,896388033.6,1,,
597.75,630820,340189,97944,192687,377072655,1,,
1223.37,974022,355434,199743,418845,1191589294,1,,
594.11,4711917,2798838,1255235,657844,2799397009,1,,
1347.35,1416801,633278,145077,638446,1908926827,1,,
323.5,4838204,2165473,1074815,1597916,1565158994,1,,
893.61,3834075,1976386,908464,949225,3426167761,1,,
490.22,4744618,1639797,1288669,1816152,2325906636,1,,
384.5,4700051,1484471,1036229,2179351,1807169610,0,,
688.77,3793769,2070190,838197,885382,2613034274,0,,
175.42,1519939,640749,378400,500790,266627699.4,1,,
1213.34,226373,114923,22756,88694,274667415.8,1,,
557.89,1222769,669475,347451,205843,682170597.4,1,,
1319.6,4107185,1538642,636652,1931891,5419841326,1,,
63.25,983781,439677,221530,322574,62224148.25,1,,
1421.29,4506040,2391221,816397,1298422,6404389592,1,,
574.13,3924974,2051878,1168618,704478,2253445323,1,,
815.8,299277,172710,52206,74361,244150176.6,1,,
1417.52,2745888,1308014,791751,646123,3892351158,0,,
1260.99,2061173,996256,447544,617373,2599118541,1,,
829.36,836644,423491,194765,218388,693879067.8,1,,
1100.42,4316945,1728932,564633,2023380,4750452617,1,,
644.59,309238,173841,88271,47126,199331722.4,1,,
561.05,548730,308259,112553,127918,307864966.5,1,,
543.2,3803916,1387327,748265,1668324,2066287171,0,,
388.94,2098823,976640,267272,854911,816316217.6,1,,
976.38,686801,338648,139678,208475,670578760.4,1,,
1445.4,1861217,948147,324511,588559,2690203052,0,,
1493.33,4637277,2074601,1369193,1193483,6924984862,1,,
501.68,3562554,1434699,754450,1373405,1787262091,1,,
1398.63,1970432,1132226,392343,445863,2755905308,1,,
1258.16,3804557,2204193,1008431,591933,4786741435,1,,
919.24,2326857,776902,368313,1181642,2138940029,1,,
204.82,2904595,1638472,547920,718203,594919147.9,1,,
638.46,3849347,1906957,409786,1532604,2457654086,1,,
1043.69,839731,343511,105971,390249,876418847.4,1,,
1370.41,338008,178524,57535,101949,463209543.3,1,,
191.18,3087230,1378173,602554,1106503,590216631.4,1,,
1242.64,1390421,435914,194697,759810,1727792751,1,,
1006.71,1411624,610752,356303,444569,1421095997,0,,
1138.63,966116,578849,215266,172001,1100048661,1,,
104.62,1143995,519863,182886,441246,119684756.9,1,,
1055.06,2085722,854005,509763,721954,2200561853,1,,
1031.44,115139,61372,28621,25146,118758970.2,1,,
314.49,2170033,1129541,325952,714540,682453678.2,1,,
449.38,3230668,1016031,848541,1366096,1451797586,1,,
1025.13,1641679,688173,392980,560526,1682934393,0,,
1305.82,2353637,1268646,252091,832900,3073426267,1,,
595.86,2308743,813768,543566,951409,1375687604,1,,
459.1,140744,51883,33603,55258,64615570.4,0,,
637.33,900750,432882,191472,276396,574074997.5,1,,
183.66,1488161,667315,386405,434441,273315649.3,1,,
818.92,849426,470131,131184,248111,695611939.9,1,,
118.57,2796114,876305,529115,1390694,331535237,1,,
228.85,1234285,630235,278836,325214,282466122.3,1,,
